10.7233 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='black', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x115332bd0>, name='window1', pos=[0, 0], screen=0, size=array([1440,  900]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.8070 	EXP 	New trial (rep=0, index=2): {u'typeL': u'non word', u'right': u'hart', u'TrialN': 3L, u'corrAns': 2L, u'TypeR': u'word', u'left': u'****'}
18.8243 	EXP 	feedback_2: autoDraw = False
18.8243 	EXP 	feedback_2: autoDraw = False
18.8243 	EXP 	itemL: text = u'****'
18.8243 	EXP 	itemR: text = u'hart'
18.8243 	EXP 	blank: autoDraw = True
18.8243 	EXP 	fixation: autoDraw = False
18.8243 	EXP 	blank: autoDraw = False
18.8243 	EXP 	itemL: autoDraw = False
18.8243 	EXP 	itemR: autoDraw = False
18.8243 	EXP 	feedback_2: text = 'Oops! That was wrong'
18.8243 	EXP 	feedback_2: autoDraw = True
19.8067 	EXP 	New trial (rep=0, index=3): {u'typeL': u'non word', u'right': u'****', u'TrialN': 4L, u'corrAns': 1L, u'TypeR': u'non word', u'left': u'****'}
20.8411 	EXP 	feedback_2: autoDraw = False
20.8411 	EXP 	feedback_2: autoDraw = False
20.8411 	EXP 	itemL: text = u'****'
20.8411 	EXP 	itemR: text = u'****'
20.8411 	EXP 	blank: autoDraw = True
20.8411 	EXP 	fixation: autoDraw = False
20.8411 	EXP 	blank: autoDraw = False
20.8411 	EXP 	itemL: autoDraw = False
20.8411 	EXP 	itemR: autoDraw = False
20.8411 	EXP 	feedback_2: text = 'Oops! That was wrong'
20.8411 	EXP 	feedback_2: autoDraw = True
21.8412 	EXP 	feedback_2: autoDraw = False
21.8412 	EXP 	feedback_2: autoDraw = False
21.8412 	EXP 	instrText: autoDraw = True
22.3433 	DATA 	Keypress: space
22.4265 	EXP 	Imported conditions4.xlsx as conditions, 407 conditions, 11 params
22.4277 	EXP 	Created sequence: sequential, trialTypes=407, nReps=1, seed=None
22.4281 	EXP 	New trial (rep=0, index=0): {u'right': u'buck', u'Zipf_L': 4.26, u'Trial_number_L': 5307L, u'FreqCount_L': 3648L, u'Trial_Number_R': 7295L, u'FreqCount_R': 1837L, u'corrAns': 3L, u'Zipf_R': 3.96, u'order': 0.9338627969471647, u'condition': u'two words', u'left': u'pipe'}
22.4575 	EXP 	instrText: autoDraw = False
22.4575 	EXP 	itemL: text = u'pipe'
22.4575 	EXP 	itemR: text = u'buck'
22.4575 	EXP 	blank: autoDraw = True
22.9387 	EXP 	blank: autoDraw = False
22.9558 	EXP 	fixation: autoDraw = True
23.4562 	EXP 	itemR: autoDraw = True
23.4562 	EXP 	itemL: autoDraw = True
23.6891 	EXP 	fixation: autoDraw = False
23.6891 	EXP 	itemR: autoDraw = False
23.6891 	EXP 	itemL: autoDraw = False
25.4743 	DATA 	Keypress: 1
25.5240 	EXP 	fixation: autoDraw = False
25.5240 	EXP 	blank: autoDraw = False
25.5240 	EXP 	itemL: autoDraw = False
25.5240 	EXP 	itemR: autoDraw = False
25.5240 	EXP 	feedback_2: text = 'Oops! That was wrong'
25.5240 	EXP 	feedback_2: autoDraw = True
26.4895 	EXP 	New trial (rep=0, index=1): {u'right': u'damp', u'Zipf_L': u'NA', u'Trial_number_L': u'NA', u'FreqCount_L': u'NA', u'Trial_Number_R': 4890L, u'FreqCount_R': 4381L, u'corrAns': 2L, u'Zipf_R': 4.34, u'order': 0.7505956024951798, u'condition': u'one word_R', u'left': u'****'}
26.5058 	EXP 	feedback_2: autoDraw = False
26.5058 	EXP 	feedback_2: autoDraw = False
26.5058 	EXP 	itemL: text = u'****'
26.5058 	EXP 	itemR: text = u'damp'
26.5058 	EXP 	blank: autoDraw = True
27.0055 	EXP 	blank: autoDraw = False
27.0221 	EXP 	fixation: autoDraw = True
27.5229 	EXP 	itemR: autoDraw = True
27.5229 	EXP 	itemL: autoDraw = True
27.7562 	EXP 	fixation: autoDraw = False
27.7562 	EXP 	itemR: autoDraw = False
27.7562 	EXP 	itemL: autoDraw = False
31.1915 	DATA 	Keypress: 1
31.2405 	EXP 	fixation: autoDraw = False
31.2405 	EXP 	blank: autoDraw = False
31.2405 	EXP 	itemL: autoDraw = False
31.2405 	EXP 	itemR: autoDraw = False
31.2405 	EXP 	feedback_2: text = 'Oops! That was wrong'
31.2405 	EXP 	feedback_2: autoDraw = True
32.2086 	EXP 	New trial (rep=0, index=2): {u'right': u'****', u'Zipf_L': u'NA', u'Trial_number_L': u'NA', u'FreqCount_L': u'NA', u'Trial_Number_R': u'NA', u'FreqCount_R': u'NA', u'corrAns': 1L, u'Zipf_R': u'NA', u'order': 0.4871232167701005, u'condition': u'zero words', u'left': u'****'}
32.2243 	EXP 	feedback_2: autoDraw = False
32.2243 	EXP 	feedback_2: autoDraw = False
32.2243 	EXP 	itemL: text = u'****'
32.2243 	EXP 	itemR: text = u'****'
32.2243 	EXP 	blank: autoDraw = True
32.7214 	EXP 	blank: autoDraw = False
32.7387 	EXP 	fixation: autoDraw = True
33.2392 	EXP 	itemR: autoDraw = True
33.2392 	EXP 	itemL: autoDraw = True
33.4725 	EXP 	fixation: autoDraw = False
33.4725 	EXP 	itemR: autoDraw = False
33.4725 	EXP 	itemL: autoDraw = False
37.5078 	DATA 	Keypress: 2
37.5410 	EXP 	fixation: autoDraw = False
37.5410 	EXP 	blank: autoDraw = False
37.5410 	EXP 	itemL: autoDraw = False
37.5410 	EXP 	itemR: autoDraw = False
37.5410 	EXP 	feedback_2: text = 'Oops! That was wrong'
37.5410 	EXP 	feedback_2: autoDraw = True
38.5227 	EXP 	New trial (rep=0, index=3): {u'right': u'****', u'Zipf_L': u'NA', u'Trial_number_L': u'NA', u'FreqCount_L': u'NA', u'Trial_Number_R': u'NA', u'FreqCount_R': u'NA', u'corrAns': 1L, u'Zipf_R': u'NA', u'order': 0.26477956833598104, u'condition': u'zero words', u'left': u'****'}
38.5389 	EXP 	feedback_2: autoDraw = False
38.5389 	EXP 	feedback_2: autoDraw = False
38.5389 	EXP 	itemL: text = u'****'
38.5389 	EXP 	itemR: text = u'****'
38.5389 	EXP 	blank: autoDraw = True
39.0393 	EXP 	blank: autoDraw = False
39.0558 	EXP 	fixation: autoDraw = True
39.5555 	EXP 	itemR: autoDraw = True
39.5555 	EXP 	itemL: autoDraw = True
39.7887 	EXP 	fixation: autoDraw = False
39.7887 	EXP 	itemR: autoDraw = False
39.7887 	EXP 	itemL: autoDraw = False
44.6766 	DATA 	Keypress: 1
44.7403 	EXP 	fixation: autoDraw = False
44.7403 	EXP 	blank: autoDraw = False
44.7403 	EXP 	itemL: autoDraw = False
44.7403 	EXP 	itemR: autoDraw = False
44.7403 	EXP 	feedback_2: text = 'Correct! RT=5.134'
44.7403 	EXP 	feedback_2: autoDraw = True
45.7068 	EXP 	New trial (rep=0, index=4): {u'right': u'****', u'Zipf_L': 4.95, u'Trial_number_L': 2892L, u'FreqCount_L': 18042L, u'Trial_Number_R': u'NA', u'FreqCount_R': u'NA', u'corrAns': 2L, u'Zipf_R': u'NA', u'order': 0.9668862450259261, u'condition': u'one word_L', u'left': u'tree'}
45.7225 	EXP 	feedback_2: autoDraw = False
45.7225 	EXP 	feedback_2: autoDraw = False
45.7225 	EXP 	itemL: text = u'tree'
45.7225 	EXP 	itemR: text = u'****'
45.7225 	EXP 	blank: autoDraw = True
46.2221 	EXP 	blank: autoDraw = False
46.2395 	EXP 	fixation: autoDraw = True
46.7388 	EXP 	itemR: autoDraw = True
46.7388 	EXP 	itemL: autoDraw = True
46.9725 	EXP 	fixation: autoDraw = False
46.9725 	EXP 	itemR: autoDraw = False
46.9725 	EXP 	itemL: autoDraw = False
50.6422 	DATA 	Keypress: 2
50.6906 	EXP 	fixation: autoDraw = False
50.6906 	EXP 	blank: autoDraw = False
50.6906 	EXP 	itemL: autoDraw = False
50.6906 	EXP 	itemR: autoDraw = False
50.6906 	EXP 	feedback_2: text = 'Correct! RT=3.909'
50.6906 	EXP 	feedback_2: autoDraw = True
51.6742 	EXP 	New trial (rep=0, index=5): {u'right': u'****', u'Zipf_L': u'NA', u'Trial_number_L': u'NA', u'FreqCount_L': u'NA', u'Trial_Number_R': u'NA', u'FreqCount_R': u'NA', u'corrAns': 1L, u'Zipf_R': u'NA', u'order': 0.10208028355018417, u'condition': u'zero words', u'left': u'****'}
51.6889 	EXP 	feedback_2: autoDraw = False
51.6889 	EXP 	feedback_2: autoDraw = False
51.6889 	EXP 	itemL: text = u'****'
51.6889 	EXP 	itemR: text = u'****'
51.6889 	EXP 	blank: autoDraw = True
52.1892 	EXP 	blank: autoDraw = False
52.2059 	EXP 	fixation: autoDraw = True
52.7055 	EXP 	itemR: autoDraw = True
52.7055 	EXP 	itemL: autoDraw = True
52.9392 	EXP 	fixation: autoDraw = False
52.9392 	EXP 	itemR: autoDraw = False
52.9392 	EXP 	itemL: autoDraw = False
56.6589 	DATA 	Keypress: escape
